댓글,시간,년,월,일,시,d
안녕하세요~^^소통해도 될까요?💓,2019-01-09T14:18:59.000Z,2019,01,09,14,0
안녕하세요 :),2019-01-09T14:18:59.000Z,2019,01,09,14,0
오동통한 소세지에 군만두👍먹음직스러워용!!♥️,2019-01-09T14:18:59.000Z,2019,01,09,14,0
마시께따아~~~~~~~😭,2019-03-06T12:49:45.000Z,2019,03,06,12,0
👍👍👍,2019-03-06T12:49:45.000Z,2019,03,06,12,0
출장와영😍,2019-03-06T12:49:45.000Z,2019,03,06,12,0
신부수업이여?ㅎㅎ금손이다으,2019-03-06T12:49:45.000Z,2019,03,06,12,0
필라이트 가성비갑👍👍👍 그래도 초록이가 난 좀더 나은듯 ㅋㅋ,2019-02-14T13:29:30.000Z,2019,02,14,13,0
그치그치! 에어프라이어는 만두지! 코끼리 한번먹기시작하믄ㅡㅡ못끊지ㅋ,2019-02-14T13:29:30.000Z,2019,02,14,13,0
ㅋㅋㅋㅋ필라이트는 정말 가성비갑인것 같아용!ㅎㅎ 프레시보단 원조가 더 맛있는 것 같기도 하고 ㅋㅋ,2019-02-14T13:29:30.000Z,2019,02,14,13,0
Nice Photo~,2019-02-14T13:29:30.000Z,2019,02,14,13,0
〰,2019-05-17T03:08:50.000Z,2019,05,17,03,1
💛,2019-04-30T03:49:58.000Z,2019,04,30,03,1
❤️,2019-06-20T02:48:43.000Z,2019,06,20,02,1
문.의.수.익이 아직없으신가요?😞손소통 팔로워 매크로는  이제그만🤚수희에게 ⭕무료 피.드.점.검⭕ 한번 받아 보세요!👉안하면 손해인 팁👈도  알려 드려요!🙋‍♀️@qhsh2547,2019-06-20T02:48:43.000Z,2019,06,20,02,1
너무 맛있어 보이니 배가 고파지네요ㅎㅎ,2019-06-20T02:48:43.000Z,2019,06,20,02,1
진짜 수익낼 수 있는 부-업여기있어요🙋‍♀️‼️업계 최고 수익금 95마-넌'◡'@bommm._.22 꾹 눌러보기 💛,2019-06-20T02:48:43.000Z,2019,06,20,02,1
정말 오늘 미세먼지가 😭😭 눈떠서 경악했어요 ㅠ 조심하세요 따끈따끈 떡만두국 맛있겠어용🙃🙃💕,2019-01-14T05:40:20.000Z,2019,01,14,05,0
먹음직 스럽게  만드셨어요  지금 출출한데 😅  참아야 하나  어째야 하나 고민중 이네요😅,2019-01-14T05:40:20.000Z,2019,01,14,05,0
반가워요 ☺  소통하고 지내요 ~ 👴,2019-01-14T05:40:20.000Z,2019,01,14,05,0
저두 집순이♥️,2019-01-14T05:40:20.000Z,2019,01,14,05,0
비비고는 사랑이에요 정말☺️👍,2019-01-14T05:40:20.000Z,2019,01,14,05,0
떡만두국 지금 이 날씨에 최고인듯예.. 아궁.. 먹고파래이..라면먹고군침 흘리다니...몬살겠어요..제 식탐에..,2019-01-14T05:40:20.000Z,2019,01,14,05,0
요즘 미세먼지 진짜 나빠용 ㅠㅠ,2019-01-14T05:40:20.000Z,2019,01,14,05,0
우와 맛있겠어요ㅠㅠㅠ 자주놀러올게요 선팔하구 갈께용!♥️,2019-01-14T05:40:20.000Z,2019,01,14,05,0
미세먼지 제발 뿌셔뿌셔😭,2019-01-14T05:40:20.000Z,2019,01,14,05,0
ㅠㅠ 저는 이제 퇴근해서 아직 저녁도 못먹고 집에가면 저도 사골에 떡국 끓여 막을라구요~🤧🤧,2019-01-14T05:40:20.000Z,2019,01,14,05,0
비비고가 열일했나용ㅋㅋㅋ👍🏻👍🏻,2019-01-14T05:40:20.000Z,2019,01,14,05,0
먹고싶어요ㅜㅜ 그래도 인친님의 정성이 들어갔으니 무슨제품인들 상관없겠지요👍,2019-01-14T05:40:20.000Z,2019,01,14,05,0
너무 맛나보여요 😍😍 군침나요 😂😂👏,2018-12-27T11:35:13.000Z,2018,12,27,11,0
좋은 사진이네요. 제 인스타도 놀러오세요.,2018-12-27T11:35:13.000Z,2018,12,27,11,0
모르시는 법적인 문제들 언제든지 편하게 문의주시고. 소통하며 지내요. ^^🙇,2018-12-27T11:35:13.000Z,2018,12,27,11,0
만두라면에 엄니표 김치 👏👏👏👍👍👍👍👍,2018-12-23T11:42:56.000Z,2018,12,23,11,0
최고에👌👍맛😋🤩,2018-12-23T11:42:56.000Z,2018,12,23,11,0
와...🤤,2018-12-23T11:42:56.000Z,2018,12,23,11,0
라면 잘 끓였다요,2018-12-23T11:42:56.000Z,2018,12,23,11,0
먹을거 좋아하시면 구경 오세요👏 ...,2018-12-23T11:42:56.000Z,2018,12,23,11,0
아................배 안고팠는데.ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2018-12-23T11:42:56.000Z,2018,12,23,11,0
우와 진짜 라면 사진들 맛나겠다...야식을 부르는 사진들 👍👍👍😍,2018-12-23T11:42:56.000Z,2018,12,23,11,0
"크 비빔면과 만드의 조합 ,, 비빔면 떼깔에 반하구가요 🙈",2019-03-24T13:24:03.000Z,2019,03,24,13,0
ㅠ 군침이,2019-06-03T23:20:01.000Z,2019,06,03,23,1
만두굽기의 달인이시네요~~~^^,2019-06-03T23:20:01.000Z,2019,06,03,23,1
친하게지내요♥,2019-06-03T23:20:01.000Z,2019,06,03,23,1
반짝반짝'-'❤ 나 자신을 소중히 여기는 일부터 💎 WWW. UPARSEGUIDORES .COM,2019-06-03T23:20:01.000Z,2019,06,03,23,1
맛있겠네요❤️ 잘보구가용,2019-06-03T23:20:01.000Z,2019,06,03,23,1
좋은하루되세요~~😆,2019-06-03T23:20:01.000Z,2019,06,03,23,1
워메,2019-06-03T23:20:01.000Z,2019,06,03,23,1
홈쿡에서 워메 x2,2019-06-03T23:20:01.000Z,2019,06,03,23,1
반가워요^^제것도놀러오세용~~😆,2019-06-03T23:20:01.000Z,2019,06,03,23,1
아 징짜 이거슨 세젤맛 인정👍👍,2019-06-03T23:20:01.000Z,2019,06,03,23,1
들렸다갑니다!!😚,2019-06-03T23:20:01.000Z,2019,06,03,23,1
피드잘봤습니다^^ 좋은하루보내세용😀 소통해요😊,2019-06-03T23:20:01.000Z,2019,06,03,23,1
좋은 사진들 잘보고 가요 :-) 천연 아기세탁세제 하어스에요-!,2019-02-17T04:48:37.000Z,2019,02,17,04,1
사진잘봤어요~주저말고 특별한사진 꺼내어 추억을남기세요,2019-02-17T04:48:37.000Z,2019,02,17,04,1
+_+ 꺄🙈🙊,2019-02-17T04:48:37.000Z,2019,02,17,04,1
#원주#떡볶이#라볶이#핫도그#만두#비비고왕교자#분식데이#배불러#캔맥#테라#럽스타그램#짠스타그램#iphone#iphone6s#instapic#instaphoto#instasize#daily#일상#foodstagram#instafood#먹스타그램#맛스타그램#먹는다그램#먹방#오늘뭐먹지#먹부림,2019-05-19T12:11:54.000Z,2019,05,19,12,0
⇔,2019-05-19T12:11:54.000Z,2019,05,19,12,0
나도 왕교자,2019-05-19T12:11:54.000Z,2019,05,19,12,0
나는?,2019-05-19T12:11:54.000Z,2019,05,19,12,0
폰즈소스까먹고 있었네 오디서사니,2019-01-28T05:39:49.000Z,2019,01,28,05,0
간단하지만 맛난저녁이네효🤩사진올리고 월급받을사람 ( ๑˃̶ ꇴ ˂̶)♪@zhenbang1 👈여기로오세욘,2018-12-18T09:29:39.000Z,2018,12,18,09,0
쌍둥이도 입맛이 다르니 형제는 입맛다른데 넘나 당연한거였네요😅,2018-12-18T09:29:39.000Z,2018,12,18,09,0
크리스피치킨 정말 맛있죠 👍,2018-12-18T09:29:39.000Z,2018,12,18,09,0
저녁엔 엄마도 조금 편하게 요런것 튀겨주면 애들도 잘먹구 ㅎㅎㅎ한번씩 요렇게 주면 좋을것같네요^^ㅎㅎ맛있어 보여랑~~,2018-12-18T09:29:39.000Z,2018,12,18,09,0
오늘하루도 좋은하루되세용! 자주자주놀러올께요,2018-12-18T09:29:39.000Z,2018,12,18,09,0
좋아요 남겨요! 같이맞팔하고 소통하구지네용:),2019-01-10T01:49:22.000Z,2019,01,10,01,1
답방 부탁드려용,2019-01-10T01:49:22.000Z,2019,01,10,01,1
정말 잘보고 갑니다 ! 소통같이했으면 해요!,2019-01-10T01:49:22.000Z,2019,01,10,01,1
😇,2019-01-10T01:49:22.000Z,2019,01,10,01,1
"항상 피드 잘 보고 있습니다,^^",2019-01-10T01:49:22.000Z,2019,01,10,01,1
왜혼자여ㅜㅜㅜ,2019-02-09T13:13:20.000Z,2019,02,09,13,0
와인 좋아하시나 봐요~!!,2018-12-22T16:43:26.000Z,2018,12,22,16,0
비비교왕교자~군만두와 찐만두로 정말 맛있는것 같아요^^ 반반냄비는 저도 관심가서 살펴보고 있는데 혹시 인덕션도 사용가능한가요?,2018-12-21T13:53:30.000Z,2018,12,21,13,0
반반냄비 저도 탐나네요👀 따라 사고 싶은 ㅎㅎㅎ,2018-12-21T13:53:30.000Z,2018,12,21,13,0
언니피드 진짜미쳐ㅜ배고파죽겠네 물올리러갑니다ㅋㅋ🤣🤣,2018-12-21T13:53:30.000Z,2018,12,21,13,0
반반냄비 좋으다~ 나도 사야겠다ㅎㅎ,2018-12-21T13:53:30.000Z,2018,12,21,13,0
승환이형 노래가 이렇게 또 멋지게 들어맞네요 ㅋㅋ👍,2019-05-23T10:33:45.000Z,2019,05,23,10,0
아 노래 따라불렀네요 ㅋㅋㅋ😆😆😆,2019-05-23T10:33:45.000Z,2019,05,23,10,0
캬~~💕 개사까정 하시구~~ 기분이가 딱~~좋으신상태인가바여~~😁,2019-05-23T10:33:45.000Z,2019,05,23,10,0
"앗, 양은밥상이닷.ㅎㅎ혼술 안주 너무 푸짐한데요👍👍",2019-05-23T10:33:45.000Z,2019,05,23,10,0
만두 크네요🙈,2019-05-23T10:33:45.000Z,2019,05,23,10,0
혼술상 좋네.. 사뭇 내 혼술상이랑 비교된다는.. 호,2019-05-23T10:33:45.000Z,2019,05,23,10,0
인스타로 하나로 8O마넌! 제 피드 구경오세용❤,2019-05-23T10:33:45.000Z,2019,05,23,10,0
살찌십니다 ㅋㅋㅋㅋ,2019-05-23T10:33:45.000Z,2019,05,23,10,0
피드느낌이 좋아요!,2019-05-23T10:33:45.000Z,2019,05,23,10,0
사진이 너무 좋네요:) 맞팔해요🙈.....,2019-05-23T10:33:45.000Z,2019,05,23,10,0
"시끌벅적하고, 다들 아는 카페는 이제 ❌! 데일리 피크닉✨으로 나만의 장소에서 힙터지는 피크닉 세트와 함께 인생샷을 남겨보세요!🌿🏝🏕☕️🍞❤️!!!!",2019-05-23T10:33:45.000Z,2019,05,23,10,0
Your Instagram posts are amazing! My services can be of great help in growing your Instagram influence. Check out the link in my bio for more information 😄×...,2019-05-23T10:33:45.000Z,2019,05,23,10,0
#기장댁 #신혼일기 #신혼일상 #온더테이블 #홈쿡 #비비고왕교자 #훗카이도맥주 #훗카이도선물 #클래식맥주 #먹스타그램 #맞팔 #소통 #좋아요,2019-03-03T11:57:05.000Z,2019,03,03,11,0
비비고랑 맥쥬😍😍😍꿀맛이죠ㅎㅎ👍👍,2019-03-03T11:57:05.000Z,2019,03,03,11,0
만두가 눈에 너무나 들어오는것...😭😭,2019-03-03T11:57:05.000Z,2019,03,03,11,0
"진짜 맛나겠어요😍😍,,",2019-03-03T11:57:05.000Z,2019,03,03,11,0
크야❤️ 시원한 냉장고에서 막 꺼내 촤악 따서 먹고싶은데요???❤️❤️,2019-03-03T11:57:05.000Z,2019,03,03,11,0
맛스타그램 소통할까요?😄,2019-06-23T03:39:20.000Z,2019,06,23,03,1
저거맞지요!!!짜파게리에 만두는 부부맞죠!!!♥,2019-06-23T03:39:20.000Z,2019,06,23,03,1
아...뭐야 이시간에...뭔데...배고파....하...,2019-05-12T14:44:23.000Z,2019,05,12,14,0
s,2019-05-12T14:44:23.000Z,2019,05,12,14,0
#집밥#집밥스타그램#온더테이블#집밥의여왕#요리하는여자#홈메이드#먹방#먹부림#요리스타그램#푸드스타그램#쿡스타그램#맛스타그램#먹스타그램#핵존맛#존맛탱#JMT#데일리#가족스타그램#부부스타그램#육아스타그램#맘스타그램#세종맘#대전맘#노은맘,2019-04-22T11:53:47.000Z,2019,04,22,11,0
세상에~~비쥬얼~~최고!!!,2019-04-22T11:53:47.000Z,2019,04,22,11,0
혼불금?ㅋㅋㅋㅋㅋㅋㅋ,2019-03-22T13:31:08.000Z,2019,03,22,13,0
구경 잘하고 가요~^^🙇,2018-12-19T04:57:46.000Z,2018,12,19,04,1
핫도그 인정,2018-12-19T04:57:46.000Z,2018,12,19,04,1
시간 나실때 제 인스타도 놀러오세요!! 킥킥!! >ㅁ<;;,2018-12-27T10:51:10.000Z,2018,12,27,10,0
너구리 ? 오동통면?,2018-12-27T10:51:10.000Z,2018,12,27,10,0
가장 행복했던 날이 있다면 당신의 모든날이 그날 같기를 바랍니다 ^^,2018-12-27T10:51:10.000Z,2018,12,27,10,0
너구리,2018-12-27T10:51:10.000Z,2018,12,27,10,0
난 오동통면 ㅋㅋ,2018-12-27T10:51:10.000Z,2018,12,27,10,0
만둣국!! 맛나겠당~~,2019-01-27T13:58:46.000Z,2019,01,27,13,0
요거 넘 맛나요~~💕💕❤️,2019-01-27T13:58:46.000Z,2019,01,27,13,0
비비고맛있져 한섬만두도진짜맛있어용👏❤️,2019-01-27T13:58:46.000Z,2019,01,27,13,0
교자교자 만두국 벌써 생각만해도 군침이🤤ㅎㅎㅎ,2019-01-27T13:58:46.000Z,2019,01,27,13,0
안녕하세요~♡ 😍  사진이 너무예쁘네요~ㅎ 😀,2019-01-27T13:58:46.000Z,2019,01,27,13,0
비비고가 젤 맛나요 만두!’! 아침부터 보니 땡깆니당ㅎㅎㅎㅎ,2019-01-27T13:58:46.000Z,2019,01,27,13,0
비비고 진쫘 짱 맛나죠~^^,2019-01-27T13:58:46.000Z,2019,01,27,13,0
비비고만두가 짱인듯 ㅋㅋ울애들도 이것만좋아해요,2019-01-27T13:58:46.000Z,2019,01,27,13,0
좋은 하루 되세욧✌ .,2019-01-27T13:58:46.000Z,2019,01,27,13,0
저도 비비고파에요 ㅋㅋㅋ 근데 비비고도 걍 왕교자가 젤 맛난거같아요😍😍 맞팔왓어요~ 자주 소통해요🤗,2019-01-27T13:58:46.000Z,2019,01,27,13,0
자주자주 소통 하고 싶습니다. 선팔 하고 갈개용~~좋은 하루 되세요!!👍👍,2019-01-27T13:58:46.000Z,2019,01,27,13,0
저도 비비고좋아하는데👍ㅎ,2019-01-27T13:58:46.000Z,2019,01,27,13,0
우아 저도 군인가족이에요 반가운맘에소통걸고 깁니당 선팔할게요❤️,2019-01-17T13:48:02.000Z,2019,01,17,13,0
안녕하세요 ! 짱구아빠중고차 최정진 입니다. 페이지내에 고객님들과 함께한 소중한 후기들이 있습니다. 중고차 시세나 궁금한점 있으시면 언제든지 문의주세요 ! 감사합니다.,2019-01-17T13:48:02.000Z,2019,01,17,13,0
Passion is the way to succesful......great pictures and excellent profile ! CONGRATULATION,2019-01-17T13:48:02.000Z,2019,01,17,13,0
🥟,2019-05-18T14:21:11.000Z,2019,05,18,14,0
만두는 비비고 왕교자 !! ㅋㅋㅋㅋ 맥주~~~~ 악악 !!! 👍🏻,2019-02-27T10:10:07.000Z,2019,02,27,10,0
오늘부터 다이어트한다고 했잖아요~~~~~~ ㅋㅋㅋㅋㅋ,2019-02-27T10:10:07.000Z,2019,02,27,10,0
만두는 비비고가 진리😍😍😍 맛있게 머겅 협찬쑤니🤣🤣🤣🤣,2019-02-27T10:10:07.000Z,2019,02,27,10,0
사진도 잘찍어👍,2019-02-27T10:10:07.000Z,2019,02,27,10,0
ㅋㅋ 멋진 남편이네용 😶,2019-04-13T08:29:58.000Z,2019,04,13,08,0
반가워요^^센스가좋으시네요!,2019-03-01T00:25:17.000Z,2019,03,01,00,1
"저는 삼성샀는데, 2년만에 냉장고에서 물새고 ㅋㅋ 고쳤는데 수리비 3만원 나와서 다음에는 무조건 엘지 사겠다고했는데ㅠㅡㅠ",2019-02-14T22:36:39.000Z,2019,02,14,22,1
💕,2019-02-14T22:36:39.000Z,2019,02,14,22,1
안녕하세요~^^ 오늘도 화이팅하세용^^!!! 소통하고 싶어서 댓글달아요~ 자주뵜음좋겠어용,2019-02-14T22:36:39.000Z,2019,02,14,22,1
반가워요 :)사진 잘보고가요!~~:D,2019-02-14T22:36:39.000Z,2019,02,14,22,1
반가워요 ~^^ 설렘으로 행복을 채워가는 하루 보내세요 ^^,2019-02-14T22:36:39.000Z,2019,02,14,22,1
하겐다즈가 죽다니... 말도 안돼..,2019-02-14T22:36:39.000Z,2019,02,14,22,1
비빔면 웰케 많아 ㅎ,2019-06-08T05:56:06.000Z,2019,06,08,05,0
트레비 든든 ㅋㅋㅋㅋ,2019-06-08T05:56:06.000Z,2019,06,08,05,0
ㅋㅋㅋㅋㅋㅋ곧 사용하겠넴,2019-06-08T05:56:06.000Z,2019,06,08,05,0
지리네ㅋㅋ👏,2019-04-21T05:37:41.000Z,2019,04,21,05,0
거 누집고기로,2019-04-21T05:37:41.000Z,2019,04,21,05,0
와따,2019-04-21T05:37:41.000Z,2019,04,21,05,0
Looks tasty,2019-02-23T09:20:30.000Z,2019,02,23,09,0
맞팔감사합니다 맛난게 많네용🔥🔥👏👏👏🏿😍,2019-02-23T09:20:30.000Z,2019,02,23,09,0
날씨추운데 감기조심하시고 건강챙기세요 옷구경한번오시구요!,2019-02-23T09:20:30.000Z,2019,02,23,09,0
와 진짜ㅠㅠㅜㅠㅠㅠㅠㅠ너무 맛나겜ㅅ어요♥️,2019-02-23T09:20:30.000Z,2019,02,23,09,0
쩌녕이 요리사네ㅎㅎ👍 거기 날씨는 좋니^^ 보고싶당😘,2019-01-02T14:29:54.000Z,2019,01,02,14,0
걱정하지 않아요~ 많이 먹을까 걱정해요 ㅋㅋ,2019-01-02T14:29:54.000Z,2019,01,02,14,0
열정대단함니다앙,2019-01-02T14:29:54.000Z,2019,01,02,14,0
어우 잘해먹네유ㅋㅋㅋ,2019-01-02T14:29:54.000Z,2019,01,02,14,0
우오아 ㅠㅠ 대박이네요..,2019-01-02T14:29:54.000Z,2019,01,02,14,0
크하하 침 고이네용 ❤️,2019-01-07T13:07:14.000Z,2019,01,07,13,0
안녕하세요(๑･̑◡･̑๑) 피부관리하면서 인스타로 수익내는 중이에요❤️ 제 피드 구경오세요➿,2019-01-07T13:07:14.000Z,2019,01,07,13,0
으헝 난 축구보면서 캔맥하나ㅜㅜㅋㅋㅋ,2019-01-07T13:07:14.000Z,2019,01,07,13,0
❥ 잘보구가요!(*’ω’*)♥따뜻한 하루 되세용 ➡️ 제 피드놀러오시면 좋은 일이!,2019-01-07T13:07:14.000Z,2019,01,07,13,0
"선팔해요,🤩",2019-01-07T13:07:14.000Z,2019,01,07,13,0
안녕하세요^^ 4개월차 새댁인데 신혼 일상 소통하며 지내고싶어서 선팔하고 갑니다🙋‍♀️🤗맞팔 부탁드려요:) ❤,2019-01-07T13:07:14.000Z,2019,01,07,13,0
안녕하세요 구경 잘하고 가요:) 돌한복 가족한복도 구경오세요🙆 ♀💕,2019-01-07T13:07:14.000Z,2019,01,07,13,0
탔네 탔어 ㅋㅋㅋㅋ,2019-03-23T02:32:08.000Z,2019,03,23,02,1
Good!,2019-05-03T13:29:28.000Z,2019,05,03,13,0
돈까스 넘 맛있어보여요❤️ 이시간에 보니까 가뜩이나 배고픈데 꼬르륵 거리구요😭 이제부터 연휴 시작인데 행복한 시간 보내세요🤗💛,2019-05-03T13:29:28.000Z,2019,05,03,13,0
인스턴트가 세상에서 제일 맛나요😆😆,2019-05-03T13:29:28.000Z,2019,05,03,13,0
맛잇겠당~~~~🤤,2019-05-03T13:29:28.000Z,2019,05,03,13,0
@_0.hun 여기로 최근 게시물 1개 반사요~,2019-06-12T13:08:27.000Z,2019,06,12,13,0
ㅋㅋㅋㅋㅋㅋㅋ말투 왜 웃기죠? 인생 뭘 글네 ㅋㅋㅋㅋㅋㅋㅋ 🤣🤣 군만두 너무 맛깔스럽게 굽혔어요 ㅠㅠ 저도 하나만 던져 주세요..,2019-06-12T13:08:27.000Z,2019,06,12,13,0
좋은 인연되어용~:)💯,2019-05-26T06:13:33.000Z,2019,05,26,06,0
오늘 하루도 즐겁게 보내세요~,2019-05-26T06:13:33.000Z,2019,05,26,06,0
정말! 군만두가 맛나게~ 구워 졌네요? 🤤😏🥟🥟🥟🥟🍺 😋💕👍👍,2019-03-15T13:40:50.000Z,2019,03,15,13,0
돈까쓰인줄🤣,2019-06-16T11:37:00.000Z,2019,06,16,11,0
알뭐잘못한거잇나부네,2019-06-16T11:37:00.000Z,2019,06,16,11,0
크 ㅋㅋ 김치밥 맛나게땅 ㅋㅋ👏👏👏,2019-06-16T11:37:00.000Z,2019,06,16,11,0
배가 부르지 않다면 양이 많은게 아냐🤔,2019-06-16T11:37:00.000Z,2019,06,16,11,0
나도나도 주문이여~~남편 부롭@.@,2019-06-16T11:37:00.000Z,2019,06,16,11,0
#대전#대전맛집#대전먹스타그램#푸드스타그램#야식스타그램#만두#비비고#비비고왕교자#비비고만두#둔산동#은행동#먹스타그램#맛스타그램#맞팔#선팔#food#korea#koreanfood#china#f4f#l4l#daejeon#おいしい#いいねした人全員フォローする #いいね返し,2019-01-09T16:57:37.000Z,2019,01,09,16,0
새해 행운 가~득하세요,2019-01-09T16:57:37.000Z,2019,01,09,16,0
은행동미용실 루나헤어입니다. 소통하고 지내요~ㅎㅎ,2019-01-09T16:57:37.000Z,2019,01,09,16,0
메밀소바땡긴다♥️,2019-05-19T04:53:38.000Z,2019,05,19,04,1
느낌있는 사진 예뻐용!🏃,2018-12-12T14:59:35.000Z,2018,12,12,14,0
글과 사진들이 참 좋아요. 자주 소통하고 싶네요!,2018-12-12T14:59:35.000Z,2018,12,12,14,0
티비는 tvn... cj노예...,2019-05-06T12:59:15.000Z,2019,05,06,12,0
§,2019-06-21T12:35:33.000Z,2019,06,21,12,0
저도 어제 비비고왕교자 먹었는뎅ㅋ카스 시강이네요😊소통하고 지내요😄,2019-06-21T12:35:33.000Z,2019,06,21,12,0
ㅁ.ㅁ,2019-06-06T03:44:27.000Z,2019,06,06,03,1
안녕하세요.! 맞팔해서 댓글도 달고 소통하면서 친하게 지내요 우리^^~,2019-06-06T03:44:27.000Z,2019,06,06,03,1
#먹스타그램#야식#만두#비비고왕교자#군만두#에어프라이기,2019-02-25T13:26:06.000Z,2019,02,25,13,0
파스타는 어캐만드나요 봉걸씽~~,2019-01-21T10:50:13.000Z,2019,01,21,10,0
선팔합니다,2019-01-21T10:50:13.000Z,2019,01,21,10,0
포도블루도 놀러오세용❣,2019-01-21T10:50:13.000Z,2019,01,21,10,0
눈이 즐거워지네요 ◟( ˘ ³˘)◞ ♡,2019-01-21T10:50:13.000Z,2019,01,21,10,0
비빔면이 아니라 로제네요 ㅎㅎ 잘굽힌 만두랑 꼬돈 😀 에프💕 잘 어울리나욤,2019-01-21T10:50:13.000Z,2019,01,21,10,0
헐 파스타먹고싶어요 ㅠㅠㅠ,2019-01-21T10:50:13.000Z,2019,01,21,10,0
잘보고 가요~좋은 하루 되세요😃,2019-01-21T10:50:13.000Z,2019,01,21,10,0
피드 예쁘네요 맞팔해용 ...,2019-01-21T10:50:13.000Z,2019,01,21,10,0
만두도 어쩜 저리 색 고르게 잘 구우시는지.. 배고파용🤤🤤🤤,2019-01-21T10:50:13.000Z,2019,01,21,10,0
굿굿~!!,2019-01-21T10:50:13.000Z,2019,01,21,10,0
구웃~! ^^ 자주 소통하며 왕래하고 지냈으면해요~ 좋은 하루 되세요.,2019-01-21T10:50:13.000Z,2019,01,21,10,0
안녕하세요 잘구경하고 가요! 특별한 케이크에 대해서도 궁금하시면 언제든지 제공간에도 놀러와주세요 ^^,2019-01-21T10:50:13.000Z,2019,01,21,10,0
오늘 만두도 구웟는데 그대로 남음ㅡㅡ,2018-12-25T09:50:30.000Z,2018,12,25,09,0
맛점하세요🙋🏻‍♀️ 선팔하고갈게요 자주소통해도될까요?!🙊❤️,2018-12-25T09:50:30.000Z,2018,12,25,09,0
너 복귀했어???,2018-12-25T09:50:30.000Z,2018,12,25,09,0
기름발라야 하는군요 군만두는 ...ㅋㅋ 꿀팁이네용,2019-03-29T01:02:54.000Z,2019,03,29,01,1
🕵🏻‍♀️💖💖,2019-03-29T01:02:54.000Z,2019,03,29,01,1
집밥스타그래머에요 ^^ 선팔하고갑니당~ 괜찮으시면 맞팔해요😍,2019-06-16T06:09:44.000Z,2019,06,16,06,0
이 시간이 진짜 최고죠👍,2019-06-16T06:09:44.000Z,2019,06,16,06,0
님이 봐서 축구 진듭,2019-06-16T06:09:44.000Z,2019,06,16,06,0
"아가가 생기면 여자들은 직장을 다니는게 쉽지않죠,, 미리미리 준비해요 우리! 영수증만 있으면 집에서도 할 수 있는 일!",2019-06-16T06:09:44.000Z,2019,06,16,06,0
언니.. 좋은거먹으니 당연좋겟네요..😂😂😂😂 부지런👍,2019-06-16T06:09:44.000Z,2019,06,16,06,0
아...........,2019-06-18T11:20:25.000Z,2019,06,18,11,0
에구..아쉽..짜파게티만 먹는걸루😄,2019-01-21T03:21:08.000Z,2019,01,21,03,1
사진잘보고갑니다. 아이들방학도 이제 일주일밖에 남질 않았네요 오늘도 행복한 하루 되세요^^,2019-01-21T03:21:08.000Z,2019,01,21,03,1
당신은...요리사👍넘 맛깔나보여요❤️,2019-01-21T03:21:08.000Z,2019,01,21,03,1
좋아요^^,2019-01-21T03:21:08.000Z,2019,01,21,03,1
그릇 정보좀 알려주세요~,2019-01-21T03:21:08.000Z,2019,01,21,03,1
오아~저도담에떡을추가해야겟어요,2019-01-21T03:21:08.000Z,2019,01,21,03,1
안녕하세욥! 맛난 먹거리 식즐입니다 ☺☺ 이쁜 플레이팅 사진도 보시고 이벤트도 참여해보세요 !! 좋아요 꾹꾹 누르고 가욥 ~ 놀러오세요 (◕‿◕),2019-01-21T03:21:08.000Z,2019,01,21,03,1
좋은하루되세요~ 자주소통해요!🙉🙉,2019-01-21T03:21:08.000Z,2019,01,21,03,1
안녕하세요'부산맛집여기''부산에서뭐먹지'에디터입니다😄 사진이 너무 좋아요😆👍 이쁘게 찍으신 사진 저희페이지 짜파게티모음에 담아갈수 있으까요?🙏 답변주시면 감사하겠습니당 😄🙌,2019-01-21T03:21:08.000Z,2019,01,21,03,1
오오만두진짜이쁘게구웠당👍👍,2019-04-19T13:16:28.000Z,2019,04,19,13,0
해피 바이러스 살짝 놓고 갑니다 ㅎㅎ,2019-05-22T01:36:18.000Z,2019,05,22,01,1
저도 이거 하려구요🤩🤩🙀🙊,2019-03-21T11:31:39.000Z,2019,03,21,11,0
요거 궁금했는데 엽떡마니아님께는 매운 축에도 못드는군요ㅋㅋ,2019-03-21T11:31:39.000Z,2019,03,21,11,0
저도 네넴띤 샀는데 아직 시식은 안해봤네요😉,2019-03-21T11:31:39.000Z,2019,03,21,11,0
요거요거 왠지 엄청 제 스퇄같아요🤣🤣👍👍맛나겠습니당,2019-03-21T11:31:39.000Z,2019,03,21,11,0
잘보구가요~~시간가는줄 모르겠네요ㅎㅎ또올게요~~ 좋은사진 앞으로도 많이 올려주세요^^,2019-01-09T08:31:41.000Z,2019,01,09,08,0
현재타운지하 가고싶다 제육이랑 비빔만두,2019-05-06T06:53:17.000Z,2019,05,06,06,0
기대많이 했는데 슬프네...,2019-03-11T02:55:15.000Z,2019,03,11,02,1
#부산 #신혼부부그램 #럽스타그램 #맥주 #저녁먹구한잔 #에어프라이어 #황태채 #비비고왕교자 #에어프라이어효자임,2019-06-18T12:17:45.000Z,2019,06,18,12,0
만두 오졌다.,2019-06-18T12:17:45.000Z,2019,06,18,12,0
와...제대로 해먹네!! 에어프라이어 없으면안됨..💛,2019-06-18T12:17:45.000Z,2019,06,18,12,0
먹태 완죤 맛나지~~ㅋ,2019-06-18T12:17:45.000Z,2019,06,18,12,0
